Batch No:0
Requestid				T									D
[3519]				22.5532285992									0
[3520]				27.3165547733									2.85824961251
[3522]				11.7940830839									0
[3521]				30.4891325072									17.9853344222
[3523]				16.1349131054									0
[3524]				12.5133358573									0
[3525]				9.42324955544									0
[3526]				13.9501702673									0
[3527]				13.4462265622									0
[3528]				9.62744666823									0
[3529]				5.42084373674									0
[3530]				5.13508027852									0
[3531]				5.0									0
[3532]				5.0									0
[3533]				5.0									0
[3534]				8.43542524052									0
[3535]				5.0									0
[3536]				5.0									0
[3537]				9.41000536102									0
[3538]				12.2778596224									0
[3539]				16.7284023626									0
[3540]				17.2507911795									0
[3541]				21.3074938739									0
[3542]				22.8310532688									0
[3543]				25.2074186438									1.88587829154
[3544]				24.9777009407									0
[3546]				29.2623474267									5.13110252968
[3549]				24.8289852062									0
[3548]				35.9193371827									13.1232755334
[3545]				44.2707312604									24.2019766529
[3547]				46.3692917329									24.1570053903
[3550]				23.2736202431									0
[3551]				17.6084688518									0
[3552]				16.9973420712									0
[3553]				19.5839730713									0
[3554]				23.6766040256									0
[3555]				25.3415459426									2.17203712397
[3556]				24.4577354995									0
[3557]				17.7380220926									0
[3558]				17.2107910996									0
[3559]				7.19696038087									0
[3560]				11.4608453329									0
[3561]				12.2001946149									0
[3562]				15.540840853									0
[3563]				14.4329452176									0
[3564]				5.0									0
[3565]				5.0									0
[3566]				5.0									0
[3567]				5.0									0
[3568]				8.60418126975									0
[3569]				5.0									0
[3570]				5.0									0
[3571]				5.0									0
[3572]				5.0									0
[3573]				9.16319391365									0
[3574]				5.4094730396									0
[3575]				5.0									0
[3576]				9.97695238838									0
[3577]				9.75482433096									0
[3578]				10.5001051878									0
[3579]				11.9735427042									0
[3580]				14.6172615545									0
[3581]				19.0249776018									0
[3582]				19.5176485034									0
[3583]				12.6730205531									0
[3584]				8.46209742917									0
[3585]				13.3581461838									0
[3586]				13.1411002588									0
[3587]				15.5564955574									0
[3588]				7.17188125975									0
[3589]				5.0									0
[3590]				7.05795096732									0
[3591]				10.2069479035									0
[3592]				15.0295249677									0
[3593]				16.663390485									0
[3594]				20.5564027645									0
[3595]				16.6486645122									0
[3596]				17.3605087968									0
[3597]				18.1280792174									0
[3598]				22.558569241									0
[3601]				23.0779981098									0
[3602]				24.843114827									0
[3603]				23.379364717									0
[3599]				41.7281055025									20.9940017333
[3600]				45.4596073996									29.6477868786
[3604]				16.251258769									0
[3605]				18.9653580682									0
[3606]				21.7710207353									0
[3609]				21.9255784874									0
[3608]				30.876923083									6.70074251352
[3607]				36.2571813515									13.0691043506
[3610]				25.7794981263									1.71269811184
[3611]				28.323610892									9.49319896851
[3612]				6.83354206818									0
[3613]				10.7290431716									0
[3614]				5.0									0
[3615]				9.86664592627									0
[3616]				13.6379908296									0
[3617]				15.8375016635									0
[3618]				19.6661184356									0
[3619]				14.5438213199									0
[3620]				10.2472357999									0
[3621]				6.34210844618									0
[3622]				5.68715793049									0
[3623]				5.0									0
[3624]				5.0									0
[3625]				5.0									0
[3626]				5.0									0
[3627]				5.0									0
[3628]				9.95717735579									0
[3629]				11.5491749533									0
[3630]				12.2068885654									0
[3631]				8.89445893624									0
[3632]				13.0280961194									0
Batch No:9
Requestid				T									D
[3633]				14.3969425751									0
[3634]				14.8067668435									0
[3635]				13.9885168189									0
[3636]				9.76049814411									0
[3637]				10.9666604736									0
[3638]				5.0									0
[3639]				8.78707416696									0
[3640]				5.0									0
[3641]				5.0									0
[3642]				5.0									0
[3643]				5.0									0
[3644]				5.0									0
[3645]				5.0									0
[3646]				6.78605702225									0
[3647]				10.4528061829									0
[3648]				12.0613920186									0
[3649]				13.0568454816									0
[3650]				13.3828591367									0
[3651]				11.3977512849									0
[3652]				5.0									0
[3653]				9.72484337066									0
[3654]				13.8607164843									0
[3655]				17.196022699									0
[3656]				19.4384660941									0
[3657]				21.832521517									0
[3660]				23.3486723378									0
[3661]				28.3018068974									3.52447982871
[3663]				24.6217967577									0
[3664]				22.7512509528									0
[3665]				24.2566283729									0
[3662]				40.9502010734									20.7806966245
[3659]				55.4903873152									30.7291599066
[3667]				24.1168739854									0
[3668]				28.0971232651									4.08184147278
[3670]				24.6834107579									0
[3666]				40.1124520007									18.6261191634
[3672]				23.6020132138									0
[3669]				41.5833686403									17.1841864706
[3674]				24.2410087551									0
[3658]				96.7355639429									73.0535770664
[3671]				53.4830478966									35.4112952374
[3675]				32.290142507									11.1782716751
[3676]				23.6252185809									0
[3677]				25.6301120281									0.848927110543
[3678]				27.3758876282									6.09592981011
[3673]				60.2309364329									44.9005908329
[3679]				19.5229181896									0
[3680]				18.1270421727									0
[3681]				21.6581714765									0
[3682]				18.4415413915									0
[3683]				5.86625335729									0
[3684]				5.0									0
[3685]				6.30364824495									0
[3686]				10.7625164211									0
[3687]				9.54167439006									0
[3688]				14.2198412562									0
[3689]				15.8572700352									0
[3690]				17.6177571889									0
[3691]				6.37846128679									0
[3692]				5.0									0
[3693]				9.21367579318									0
[3694]				9.49844642078									0
[3695]				8.21389781478									0
[3696]				11.5222469169									0
[3697]				11.274037966									0
[3698]				15.9610477117									0
[3699]				13.0411759184									0
[3700]				12.6777410153									0
[3701]				5.0									0
[3702]				5.0									0
[3703]				7.87421110004									0
[3704]				12.5375896977									0
[3705]				11.0599348339									0
[3706]				9.18326493258									0
[3707]				6.0936398614									0
[3708]				8.79934810706									0
[3709]				10.6607202228									0
[3710]				5.80519419301									0
[3711]				5.28505510385									0
[3712]				8.34315215435									0
[3713]				12.6117106588									0
[3714]				10.1460626936									0
[3715]				13.0235002342									0
[3716]				5.0									0
[3717]				5.0									0
[3718]				6.49082950978									0
[3719]				10.0435374446									0
[3720]				14.8948194711									0
[3721]				15.2668671457									0
[3722]				12.6498512254									0
[3723]				17.0799108265									0
[3724]				18.7574301748									0
[3725]				20.9526420546									0
[3726]				22.1093538714									0
[3727]				21.7019382723									0
[3728]				23.0815109842									0
[3729]				20.9602061627									0
[3730]				24.4231903915									0
[3731]				21.4648622642									0
[3732]				22.5221474813									0
[3733]				22.2250839446									0
[3734]				21.4569203449									0
[3735]				12.5251526219									0
[3736]				5.0									0
[3737]				9.91505823729									0
[3738]				7.49926681975									0
[3739]				7.92467570418									0
[3740]				6.797593491									0
[3741]				10.1881991968									0
[3742]				11.6963408721									0
[3743]				13.4587854023									0
[3744]				15.3039626678									0
[3745]				5.47299724506									0
[3746]				8.31284856411									0
[3747]				9.74595358491									0
[3748]				14.4682971042									0
[3749]				17.0505759347									0
[3750]				20.3283117538									0
[3751]				22.3512596112									0
[3752]				26.3172340464									2.06784336515
[3754]				25.5131995753									3.21060191415
[3755]				24.3580007495									0
[3753]				39.2426705417									16.2654128832
[3757]				27.3681222243									9.31421463256
[3758]				22.4835210396									0
[3760]				25.0723628738									2.99251554924
[3756]				45.0117676472									21.4271015844
[3759]				36.5579433267									13.2065351701
[3762]				22.3795851522									0
[3761]				32.8987932746									18.0810982569
[3763]				17.8000940515									0
[3764]				19.9403659071									0
[3765]				14.8858231393									0
[3766]				18.5147386562									0
[3767]				17.3042838943									0
[3768]				16.1632108616									0
[3769]				18.1895994712									0
[3770]				11.7144694034									0
[3771]				15.8962076801									0
[3772]				19.7089791949									0
[3773]				19.6544732452									0
[3774]				16.8704013576									0
[3775]				21.7316236035									0
[3776]				19.9504853519									0
[3777]				23.4356419069									0
[3778]				23.999946235									0
[3779]				24.8284060327									0
[3780]				21.8750933142									0
[3781]				23.7702719181									0
[3782]				19.7170516506									0
[3783]				22.5207552652									0
[3784]				9.70095763954									0
[3785]				12.0807682399									0
[3786]				15.9897968624									0
[3787]				18.6571882926									0
[3788]				6.68567074271									0
[3789]				5.0									0
[3790]				7.64995802902									0
[3791]				11.9698214477									0
[3792]				9.96306039607									0
[3793]				7.36757784005									0
[3794]				11.4872508096									0
[3795]				13.757955796									0
[3796]				8.63318090928									0
[3797]				7.89303791205									0
[3798]				5.0									0
[3799]				5.0									0
[3800]				8.86479168746									0
[3801]				9.55213157062									0
[3802]				6.93653589553									0
[3803]				5.0									0
[3804]				7.7676139063									0
[3805]				11.8203195691									0
[3806]				6.06414008122									0
[3807]				5.0									0
[3808]				9.16640887763									0
[3809]				10.2957626338									0
[3810]				5.0									0
[3811]				6.48408415833									0
[3812]				6.80964598007									0
[3813]				11.2016772323									0
[3814]				5.0									0
[3815]				7.20884302443									0
[3816]				7.50186523167									0
[3817]				10.3585397687									0
[3818]				5.0									0
[3819]				6.76243463748									0
[3820]				5.45892392526									0
[3821]				5.0									0
[3822]				5.0									0
[3823]				5.80615116893									0
[3824]				5.0									0
[3825]				5.0									0
[3826]				7.46523968142									0
[3827]				8.41167937899									0
[3828]				8.56399262592									0
[3829]				8.61894191481									0
[3830]				6.88785855013									0
[3831]				8.66523668334									0
[3832]				5.0									0
[3833]				5.0									0
[3834]				8.8830622181									0
[3835]				5.25156265354									0
[3836]				9.16244948714									0
[3837]				11.4361204484									0
[3838]				7.90160910107									0
[3839]				12.7213259802									0
[3840]				5.0									0
[3841]				8.52984289675									0
[3842]				5.0									0
[3843]				5.0									0
[3844]				5.38925065629									0
[3845]				5.0									0
[3846]				7.43159144822									0
[3847]				5.0									0
[3848]				5.0									0
[3849]				5.91228537693									0
[3850]				7.04112668272									0
[3851]				5.0									0
[3852]				9.68385844276									0
[3853]				13.126826103									0
[3854]				15.5220646652									0
[3855]				13.2721377001									0
[3856]				5.0									0
[3857]				5.0									0
[3858]				9.00535146523									0
[3859]				5.0									0
[3860]				5.0									0
[3861]				5.0									0
[3862]				7.88112311477									0
[3863]				5.0									0
[3864]				9.22268074512									0
[3865]				9.04185333043									0
[3866]				6.52642683544									0
[3867]				6.8893460223									0
[3868]				9.53344853687									0
[3869]				9.63065544788									0
[3870]				8.90634276398									0
[3871]				10.3314975126									0
[3872]				13.286567958									0
[3873]				17.0103656041									0
[3874]				5.0									0
[3875]				5.0									0
[3876]				9.15427216464									0
[3877]				12.9288160042									0
[3878]				13.120808383									0
[3879]				7.79508190771									0
[3880]				7.50473414458									0
[3881]				5.0									0
[3882]				7.50616410039									0
[3883]				9.3773131116									0
[3884]				13.2558838773									0
[3885]				9.34032380279									0
[3886]				12.7386482583									0
[3887]				16.0862161593									0
[3888]				5.96310271826									0
[3889]				9.85569345369									0
[3890]				12.4246677049									0
[3891]				5.61389855737									0
[3892]				8.82905789998									0
[3893]				12.3390869481									0
[3894]				5.0									0
[3895]				5.0									0
[3896]				7.37703981146									0
[3897]				5.50968394482									0
[3898]				5.0									0
[3899]				5.0									0
[3900]				5.0									0
[3901]				9.11575098632									0
[3902]				7.08910531571									0
[3903]				11.0477118521									0
[3904]				5.54561321974									0
[3905]				10.0584045024									0
[3906]				13.8031135873									0
[3907]				14.6193501689									0
[3908]				9.26633849608									0
[3909]				11.6381734583									0
[3910]				13.6760121286									0
[3911]				17.6861706202									0
[3912]				15.6235905308									0
[3913]				18.4308990828									0
[3914]				21.1584480861									0
[3915]				26.0407707004									1.48416122369
[3918]				23.6259503358									0
[3919]				23.7446818274									0
[3917]				37.8733153553									13.6857366398
[3920]				28.7008514932									5.10317397164
[3922]				25.4988683704									2.00342011673
[3921]				36.9057250437									12.5983429199
[3923]				26.2183995356									1.46231078924
[3924]				29.1206869513									4.19194687378
[3916]				69.3050475572									44.3756249464
[3927]				31.8929022191									7.16848118776
[3929]				28.6344980569									3.74141474592
[3926]				42.6025550115									18.230700536
[3928]				40.7405932704									15.8825165617
[3925]				52.7805379998									30.0029569555
[3931]				22.1426525729									0
[3930]				40.2007818229									17.1335559501
[3932]				22.2578014564									0
[3933]				17.701277396									0
[3934]				19.3089561299									0
[3935]				22.5897908984									0
[3936]				15.6609355471									0
[3937]				6.36364385753									0
[3938]				5.0									0
[3939]				5.53293154491									0
[3940]				5.0									0
[3941]				9.92361954639									0
[3942]				5.0									0
[3943]				8.7366552917									0
[3944]				12.4239804244									0
[3945]				14.0661828424									0
[3946]				12.7371452305									0
[3947]				15.8952707878									0
[3948]				19.5820701272									0
[3949]				13.5715512504									0
[3950]				13.4544178201									0
[3951]				14.9847085542									0
[3952]				11.1953131394									0
[3953]				9.83348409211									0
[3954]				5.0									0
[3955]				6.99218319589									0
[3956]				11.0046894685									0
[3957]				15.5721594265									0
[3958]				14.0464688308									0
[3959]				16.7184613526									0
[3960]				21.4263075243									0
[3961]				21.8795106092									0
[3962]				21.3220692294									0
[3963]				11.5964170393									0
[3964]				14.5322052304									0
[3965]				16.9588578215									0
[3966]				7.11867158605									0
[3967]				5.36051771416									0
[3968]				9.39689093063									0
[3969]				11.5925660116									0
[3970]				15.3816361875									0
[3971]				12.9465701833									0
[3972]				11.1940969033									0
[3973]				12.3738290491									0
[3974]				17.1010471022									0
[3975]				17.8354325588									0
[3976]				21.1250067229									0
[3977]				21.8021804991									0
[3979]				24.8340506681									0
[3980]				23.9870556706									0
[3978]				35.2901144422									10.9372602419
[3981]				23.6354961888									0
[3982]				22.7090449273									0
[3983]				27.5007033406									3.31356731662
[3984]				5.30081985749									0
[3985]				9.75923168353									0
[3986]				11.683595145									0
[3987]				9.65787676461									0
[3988]				10.396934146									0
[3989]				11.4593009348									0
[3990]				5.0									0
[3991]				6.15791634182									0
[3992]				5.0									0
[3993]				5.0									0
[3994]				6.78698836769									0
[3995]				5.0									0
[3996]				8.58744109476									0
[3997]				12.2404121031									0
[3998]				5.0									0
[3999]				7.33400943996									0
[4000]				8.62172530754									0
[4001]				7.09346927516									0
[4002]				5.0									0
[4003]				5.15912253739									0
[4004]				5.0									0
[4005]				5.0									0
[4006]				5.0									0
[4007]				5.0									0
[4008]				8.24796511494									0
[4009]				5.0									0
[4010]				8.47066899457									0
[4011]				5.0									0
[4012]				5.0									0
[4013]				7.43544550609									0
[4014]				11.4464482022									0
[4015]				7.13035670942									0
[4016]				5.38852763086									0
[4017]				5.0									0
[4018]				8.78378015045									0
[4019]				12.6779375875									0
[4020]				16.4192791568									0
[4021]				17.1428489083									0
[4022]				13.6713421342									0
[4023]				15.9133414054									0
[4024]				20.2449959836									0
[4025]				21.2700625522									0
[4026]				22.7633173572									0
[4027]				17.4533044931									0
[4028]				5.0									0
[4029]				5.64209917156									0
[4030]				8.70282508785									0
[4031]				12.3925286671									0
[4032]				17.3503646231									0
[4033]				22.1999144276									0
[4035]				24.3442290538									0
[4036]				18.7662006272									0
[4034]				36.0247885681									12.803312383
[4037]				17.4074196399									0
[4038]				16.2510795337									0
[4039]				5.0									0
[4040]				5.0									0
[4041]				8.07482589524									0
[4042]				10.1788107227									0
[4043]				5.0									0
[4044]				5.0									0
[4045]				7.44712220257									0
[4046]				10.7135746718									0
[4047]				6.00913355262									0
[4048]				10.5565865378									0
[4049]				5.0									0
[4050]				8.60300997441									0
[4051]				5.0									0
[4052]				5.0									0
[4053]				6.22650003534									0
[4054]				5.0									0
[4055]				8.31339460319									0
[4056]				5.90428245285									0
[4057]				9.31990712834									0
[4058]				5.53971231187									0
[4059]				5.0									0
[4060]				5.0									0
[4061]				5.0									0
[4062]				6.28509224419									0
[4063]				5.0									0
[4064]				5.0									0
[4065]				5.0									0
[4066]				5.0									0
[4067]				9.64768413794									0
[4068]				10.8067172321									0
[4069]				5.0									0
[4070]				5.0									0
[4071]				8.90995136301									0
[4072]				5.1899124718									0
[4073]				5.0									0
[4074]				9.25883525459									0
[4075]				13.3331758137									0
[4076]				13.2977911151									0
[4077]				16.7644907644									0
[4078]				21.6533099164									0
[4079]				15.2376885341									0
[4080]				5.0									0
[4081]				5.0									0
[4082]				8.29438840631									0
[4083]				5.0									0
[4084]				9.53990082444									0
[4085]				5.86388242661									0
Batch No:10
Requestid				T									D
[4086]				8.2817591311									0
[4087]				9.01120018724									0
[4088]				5.0									0
[4089]				5.0									0
[4090]				7.38197621399									0
[4091]				5.0									0
[4092]				6.87166090367									0
[4093]				7.29546797636									0
[4094]				11.9419279774									0
[4095]				5.0									0
[4096]				9.69308634878									0
[4097]				14.664547798									0
[4098]				17.9642358036									0
[4099]				15.7755603907									0
[4100]				12.5992432892									0
[4101]				16.8753718774									0
[4102]				19.7627070618									0
[4103]				20.4637453087									0
[4104]				9.86488823477									0
[4105]				13.3732833223									0
[4106]				17.3378226587									0
[4107]				19.9061727448									0
[4108]				23.7790754									0
[4109]				11.1769465962									0
[4110]				5.0									0
[4111]				9.83021230784									0
[4112]				8.23442630879									0
[4113]				10.588332083									0
[4114]				14.846184979									0
[4115]				8.91254507145									0
[4116]				11.892748488									0
[4117]				16.822575635									0
[4118]				20.1144556217									0
[4119]				15.2121285419									0
[4120]				19.1272558046									0
[4121]				5.0									0
[4122]				5.0									0
[4123]				5.0									0
[4124]				5.0									0
[4125]				5.0									0
[4126]				5.0									0
[4127]				9.04483947414									0
[4128]				5.0									0
[4129]				9.49203364061									0
[4130]				11.8298556829									0
[4131]				5.0									0
[4132]				5.0									0
[4133]				8.13715328209									0
[4134]				5.0									0
[4135]				5.0									0
[4136]				9.54733951343									0
[4137]				9.76363097173									0
[4138]				12.4076994758									0
[4139]				5.0									0
[4140]				9.46032970859									0
[4141]				9.95141179037									0
[4142]				13.4460153691									0
[4143]				12.4253771113									0
[4144]				16.4370335869									0
[4145]				20.2757459353									0
[4146]				14.8664285321									0
[4147]				14.7739666745									0
[4148]				16.3067829023									0
[4149]				21.0009114191									0
[4150]				25.5758866727									1.76611118043
[4151]				24.9893728422									0
[4152]				18.0405281852									0
[4153]				21.4181813167									0
[4154]				13.2994147383									0
[4155]				5.0									0
[4156]				9.87121712589									0
[4157]				11.0564511368									0
[4158]				12.4957193655									0
[4159]				11.2737552551									0
[4160]				5.0									0
[4161]				9.78714875416									0
[4162]				5.0									0
[4163]				6.59055763105									0
[4164]				8.82004319873									0
[4165]				6.815710758									0
[4166]				9.52980196336									0
[4167]				13.8677727556									0
[4168]				18.6767317268									0
[4169]				23.3820387657									0
[4170]				5.0									0
[4171]				8.94703647226									0
[4172]				6.53016261099									0
[4173]				8.0560472536									0
[4174]				5.0									0
[4175]				8.57599807585									0
[4176]				12.591325087									0
[4177]				16.2006675589									0
[4178]				17.5923441363									0
[4179]				22.4361806949									0
[4180]				24.2356511985									0
[4182]				19.1834430011									0
[4181]				30.5267468381									7.29486107107
[4183]				18.0719346354									0
[4184]				21.5089826998									0
[4185]				15.4404171386									0
[4186]				5.0									0
[4187]				5.0									0
[4188]				7.97817944662									0
[4189]				5.4645077274									0
[4190]				9.12289486081									0
[4191]				5.0									0
[4192]				5.30502699901									0
[4193]				8.22160470939									0
[4194]				12.1097772413									0
[4195]				5.0									0
[4196]				9.08701185568									0
[4197]				13.2873001712									0
[4198]				5.0									0
[4199]				5.0									0
[4200]				9.85033740294									0
[4201]				6.60827495942									0
[4202]				5.0									0
[4203]				5.0									0
[4204]				9.24630061096									0
[4205]				5.0									0
[4206]				9.20075853022									0
[4207]				13.2051919044									0
[4208]				15.0749075507									0
[4209]				8.97597740375									0
[4210]				10.241878669									0
[4211]				5.0									0
[4212]				9.93748762398									0
[4213]				5.0									0
[4214]				5.0									0
[4215]				5.0									0
[4216]				8.92540020869									0
[4217]				13.0695349244									0
[4218]				14.0289575996									0
[4219]				17.6852962641									0
[4220]				16.1828738879									0
[4221]				14.7327271853									0
[4222]				5.0									0
[4223]				8.25645738746									0
[4224]				8.4574871906									0
[4225]				5.0									0
[4226]				5.0									0
[4227]				8.29926407606									0
[4228]				5.0									0
[4229]				6.39172584012									0
[4230]				5.0									0
[4231]				7.70827952735									0
[4232]				5.06526579508									0
[4233]				5.0									0
[4234]				5.0									0
[4235]				5.0									0
[4236]				7.59561935304									0
[4237]				11.5470590449									0
[4238]				11.5855859118									0
[4239]				14.8081405717									0
[4240]				7.67659914957									0
[4241]				11.1489052775									0
[4242]				13.5751435683									0
[4243]				15.646080736									0
[4244]				8.35683986865									0
[4245]				8.4619925092									0
[4246]				12.6726251668									0
[4247]				17.5747089805									0
[4248]				21.208039743									0
[4249]				21.109426463									0
[4250]				20.4428446043									0
[4251]				20.7207774438									0
[4252]				19.20799044									0
[4253]				22.0537832479									0
[4254]				23.179942611									0
[4255]				8.25473839161									0
[4256]				5.0									0
[4257]				5.0									0
[4258]				8.12527848594									0
[4259]				5.0									0
[4260]				5.0									0
[4261]				9.99535123603									0
[4262]				14.6174031994									0
[4263]				17.8030238091									0
[4264]				11.025402425									0
[4265]				12.1441049125									0
[4266]				12.0566473541									0
[4267]				15.3335364405									0
[4268]				19.4620771685									0
[4269]				18.5939936075									0
[4270]				11.98692664									0
[4271]				10.0716581459									0
[4272]				6.49808408717									0
[4273]				11.3593456833									0
[4274]				13.865033885									0
[4275]				5.0									0
[4276]				5.0									0
[4277]				5.49498837892									0
[4278]				6.37126382635									0
[4279]				5.0									0
[4280]				8.87031268196									0
[4281]				5.0									0
[4282]				5.0									0
[4283]				5.0									0
[4284]				6.52800464658									0
[4285]				5.45485995962									0
[4286]				5.0									0
[4287]				6.38531414624									0
[4288]				6.9580226712									0
[4289]				9.45218070628									0
[4290]				5.0									0
[4291]				6.38531543035									0
[4292]				8.03124542278									0
[4293]				11.4527357676									0
[4294]				5.0									0
[4295]				5.0									0
[4296]				5.0									0
[4297]				6.80598607791									0
[4298]				10.5274712887									0
[4299]				15.1898432817									0
[4300]				19.1819836024									0
[4301]				18.3029002286									0
[4302]				17.2202730056									0
[4303]				8.03415369142									0
[4304]				11.4829494121									0
[4305]				5.0									0
[4306]				5.0									0
[4307]				5.0									0
[4308]				5.0									0
[4309]				8.17352342321									0
[4310]				9.28222615845									0
[4311]				5.0									0
[4312]				6.59055386548									0
[4313]				5.0									0
[4314]				5.0									0
[4315]				5.0									0
[4316]				8.65727831224									0
[4317]				7.85221429995									0
[4318]				12.6243320052									0
[4319]				16.5846021935									0
[4320]				21.0666003444									0
[4321]				24.8253240633									0
[4322]				26.8295357374									2.24666742557
[4326]				22.4814557189									0
[4327]				16.6669777954									0
[4325]				35.7079435927									16.5622521151
[4328]				23.0201381313									0
[4330]				24.7442653401									0
[4324]				51.8727675368									27.0916945916
[4331]				23.0985147305									0
[4323]				65.3919269458									41.2540274061
[4332]				24.1248224332									0
[4333]				10.9286754398									0
[4329]				57.4527755012									42.4044840954
[4334]				5.0									0
[4335]				6.8543345551									0
[4336]				5.72510078794									0
[4337]				5.0									0
[4338]				5.0									0
[4339]				9.3116304617									0
[4340]				5.0									0
[4341]				8.22937532224									0
[4342]				5.74275924653									0
[4343]				8.49638915851									0
[4344]				5.0									0
[4345]				7.96207730502									0
[4346]				12.3311646079									0
[4347]				13.8442157501									0
[4348]				16.2201262893									0
[4349]				20.3226709083									0
[4350]				5.0									0
[4351]				5.0									0
[4352]				5.0									0
[4353]				5.0									0
[4354]				5.0									0
[4355]				7.18688187901									0
[4356]				8.31199355572									0
[4357]				12.079720368									0
[4358]				16.9484026104									0
[4359]				11.6879475726									0
[4360]				11.6661961845									0
[4361]				11.5369352448									0
[4362]				13.0110882757									0
[4363]				9.46010534747									0
[4364]				5.13148033526									0
[4365]				5.0									0
[4366]				5.0									0
[4367]				5.0									0
[4368]				5.0									0
[4369]				5.0									0
[4370]				5.73516459353									0
[4371]				8.77051332447									0
[4372]				5.00947437537									0
[4373]				7.09141318917									0
[4374]				11.5346209869									0
[4375]				16.0108197719									0
[4376]				5.40211169258									0
[4377]				10.1978582468									0
[4378]				5.0									0
[4379]				6.17841334558									0
[4380]				5.0									0
[4381]				7.16118687877									0
[4382]				8.09847587282									0
[4383]				9.96399870267									0
[4384]				13.2426832442									0
[4385]				12.3511432889									0
[4386]				14.7327246423									0
[4387]				15.7941551273									0
[4388]				20.0643721575									0
[4389]				16.2662165581									0
[4390]				21.1464865229									0
[4391]				18.4572747742									0
[4392]				21.7538962477									0
[4394]				22.4770397642									0
[4395]				23.6762778969									0
[4397]				25.4192900958									0.4614563012
[4396]				33.2438626398									9.80219452062
[4393]				46.5544413997									24.8321935711
[4398]				5.0									0
[4399]				5.0									0
[4400]				5.0									0
[4401]				6.95914742423									0
[4402]				5.0									0
[4403]				5.0									0
[4404]				5.15002040366									0
[4405]				5.0									0
[4406]				5.44669075412									0
[4407]				8.04314814527									0
[4408]				11.1068040562									0
[4409]				13.1359013859									0
[4410]				5.0									0
[4411]				6.73946955914									0
[4412]				11.490432258									0
[4413]				5.0									0
[4414]				5.0									0
[4415]				5.0									0
[4416]				5.0									0
[4417]				5.0									0
[4418]				9.04243367017									0
[4419]				5.0									0
[4420]				9.79870593896									0
[4421]				5.0									0
[4422]				8.43145522328									0
[4423]				12.5043106861									0
[4424]				13.3887216836									0
[4425]				12.1061436879									0
[4426]				5.8520864232									0
[4427]				6.60735561924									0
[4428]				5.0									0
[4429]				8.275599124									0
[4430]				13.0422400668									0
[4431]				15.945743651									0
[4432]				19.4224518985									0
[4433]				19.4004390925									0
[4434]				9.7309931995									0
[4435]				5.0									0
[4436]				5.0									0
[4437]				9.52971703586									0
[4438]				9.05776763545									0
[4439]				6.74201631501									0
[4440]				5.0									0
[4441]				9.77459343373									0
[4442]				13.3187684649									0
[4443]				13.3470392837									0
[4444]				13.0060381721									0
[4445]				5.0									0
[4446]				5.0									0
[4447]				5.0									0
[4448]				6.39134223104									0
[4449]				5.0									0
[4450]				6.24999281124									0
[4451]				10.1100933143									0
[4452]				9.33022589475									0
[4453]				9.19380939412									0
[4454]				12.6307882118									0
[4455]				16.7288893315									0
[4456]				18.5148220427									0
[4457]				16.8285992849									0
[4458]				12.7311040161									0
[4459]				17.4343103929									0
[4460]				22.3462367113									0
[4462]				24.1083199664									0
[4463]				26.969179489									2.37502006338
[4464]				25.9251183917									2.41545464951
[4466]				24.1370558062									0
[4461]				46.4533290305									22.7727052291
[4467]				28.532127633									3.87241309526
[4469]				29.1600219356									4.64544254847
[4468]				36.0424714708									12.5496705179
[4470]				31.8958253804									7.18827915917
[4473]				22.7042720129									0
[4465]				61.5888760703									36.9046676356
[4472]				38.3161106084									13.77490929
[4474]				33.174710794									8.98061963776
[4475]				21.6875332192									0
[4476]				23.4466040589									0
[4479]				25.5056957449									0.531888449019
[4471]				66.8905415107									43.0585487682
[4480]				34.2042033444									10.1809432684
[4483]				24.8163836108									0
[4484]				24.7440376566									0
[4482]				37.2185167348									12.2801221135
[4485]				33.512281726									10.811149676
[4487]				20.9926658923									0
[4478]				67.1677707102									43.26562274
[4477]				72.836274476									47.890245969
[4481]				65.4228366838									40.450059856
[4490]				35.578958969									11.7206025564
[4489]				40.8782337004									16.8728728362
[4495]				23.8519350586									0
[4493]				30.4673010419									5.93953673043
[4497]				32.6242457062									7.98183149839
Batch No:11
Requestid				T									D
[4496]				38.6748874									14.0229364845
[4499]				32.1917426489									7.30125768728
[4501]				34.612656963									9.79769753731
[4488]				77.1499385027									54.2660167224
[4505]				27.7878046492									2.89067635829
[4494]				65.1421787594									40.7221111014
[4498]				58.5348617191									33.6045062286
[4503]				54.6886184525									29.7766159678
[4500]				66.996766135									42.1621526778
[4504]				63.5153480512									38.8587338215
[4506]				56.804787595									33.3489718234
[4492]				96.9348236146									72.5671264355
[4491]				119.182775019									94.4986949008
[4502]				87.532825273									62.6752365579
[4513]				24.6615912546									0
[4510]				42.1141690973									17.1849574036
[4508]				56.515359649									32.1207074814
[4507]				78.5633914345									53.6986445096
[4511]				56.2555477708									31.5615527569
[4486]				166.913422427									142.455089204
[4520]				24.5354502705									0
[4515]				44.3027456288									19.3820366915
[4517]				44.2925845548									19.4811488595
[4523]				23.6038142496									0
[4522]				31.2538047637									7.4600651262
[4518]				58.8292300288									33.9715428164
[4519]				62.9903319583									38.2409937534
[4521]				47.7486034213									23.6624208932
[4514]				83.1372449215									59.4080460409
[4509]				113.997648196									90.392169116
[4525]				30.3842339027									5.78960508027
[4516]				89.5478996081									65.9785606491
[4527]				30.7756842053									6.71681783253
