Batch No:0
Requestid				T									D
[10400]				15.0626769861									0
[10401]				16.7913272592									0
[10402]				20.0848123915									0
[10403]				17.1027546194									0
[10404]				21.5883489425									0
[10405]				20.7607373152									0
[10406]				16.0329626579									0
[10407]				16.8150449597									0
[10408]				11.0746248743									0
[10409]				15.9138408461									0
[10410]				18.0587061635									0
[10411]				13.9750000402									0
[10412]				5.0									0
[10413]				7.13452056923									0
[10414]				7.74171714565									0
[10415]				10.3090169811									0
[10416]				5.73927679314									0
[10417]				5.0									0
[10418]				7.96681504137									0
[10419]				11.9105353011									0
[10420]				8.62609621446									0
[10421]				5.0									0
[10422]				5.0									0
[10423]				5.82582678478									0
[10424]				5.0									0
[10425]				5.0									0
[10426]				8.61090850007									0
[10427]				5.0									0
[10428]				9.92948531514									0
[10429]				9.15785265374									0
[10430]				12.0102311744									0
[10431]				13.9724800601									0
[10432]				17.8444493357									0
[10433]				20.1416433952									0
[10434]				17.6703630607									0
[10435]				18.5343713149									0
[10436]				22.7140809379									0
[10437]				6.13906895716									0
[10438]				10.3761586788									0
[10439]				12.3881458717									0
[10440]				12.7282168913									0
[10441]				10.6075541998									0
[10442]				14.6190157465									0
[10443]				15.5726705136									0
[10444]				16.0968112157									0
[10445]				20.0458759134									0
[10446]				5.0									0
[10447]				5.0									0
[10448]				9.1973476752									0
[10449]				5.0									0
[10450]				5.0									0
[10451]				5.0									0
[10452]				5.0									0
[10453]				5.0									0
[10454]				5.0									0
[10455]				5.0									0
[10456]				5.0									0
[10457]				9.77805632578									0
[10458]				12.4119478176									0
[10459]				17.3784273948									0
[10460]				17.7386160406									0
[10461]				15.3133630301									0
[10462]				20.3052163202									0
[10463]				23.7808338304									0
[10464]				18.8850605008									0
[10465]				21.6384283262									0
[10466]				13.6635446641									0
[10467]				16.4766288603									0
[10468]				14.6053506238									0
[10469]				19.0899622047									0
[10470]				6.15754769304									0
[10471]				5.0									0
[10472]				7.08047193768									0
[10473]				5.0									0
[10474]				5.0									0
[10475]				9.31675016833									0
[10476]				11.0439406589									0
[10477]				10.1092632096									0
[10478]				8.53237511085									0
[10479]				5.0									0
[10480]				7.81442930448									0
[10481]				7.02141067									0
[10482]				5.28816009747									0
[10483]				5.0									0
[10484]				9.24486316356									0
[10485]				10.2702580577									0
[10486]				14.9510851688									0
[10487]				12.4578508197									0
[10488]				14.130635888									0
[10489]				18.4730842325									0
[10490]				21.7504269579									0
[10491]				23.5264640758									0
[10492]				10.13892357									0
[10493]				12.2050628596									0
[10494]				5.0									0
[10495]				5.0									0
[10496]				5.0									0
[10497]				5.0									0
[10498]				5.0									0
[10499]				5.0									0
[10500]				5.0									0
[10501]				5.0									0
[10502]				5.0									0
[10503]				5.0									0
[10504]				5.19865888356									0
[10505]				5.0									0
[10506]				7.90999345928									0
[10507]				5.0									0
[10508]				7.41262276971									0
[10509]				5.0									0
[10510]				8.89801814279									0
[10511]				11.2101121765									0
[10512]				10.2178567468									0
[10513]				5.0									0
[10514]				5.0									0
[10515]				9.87792404335									0
[10516]				5.0									0
[10517]				5.0									0
[10518]				7.79824300974									0
[10519]				5.0									0
[10520]				5.60875692161									0
[10521]				5.0									0
[10522]				5.0									0
[10523]				7.9161106079									0
[10524]				5.0									0
[10525]				5.95778224615									0
[10526]				6.66653826074									0
[10527]				5.0									0
[10528]				5.0									0
[10529]				5.0									0
[10530]				5.0									0
[10531]				5.0									0
[10532]				9.93066011358									0
[10533]				14.8572508566									0
[10534]				12.7939641906									0
[10535]				17.2884257093									0
[10536]				17.8135912708									0
[10537]				9.5183310588									0
[10538]				8.34218044655									0
[10539]				10.7498001857									0
[10540]				5.0									0
[10541]				5.0									0
[10542]				5.01953620504									0
[10543]				5.0									0
[10544]				6.82769837614									0
[10545]				8.68495186508									0
[10546]				5.0									0
[10547]				6.81475646024									0
[10548]				5.0									0
[10549]				5.0									0
[10550]				5.0									0
[10551]				5.0									0
[10552]				5.0									0
[10553]				5.0									0
[10554]				9.67055759447									0
[10555]				12.1577749246									0
[10556]				16.3056693045									0
[10557]				16.1048816479									0
[10558]				14.7444161984									0
[10559]				10.0555241822									0
[10560]				7.22744673533									0
[10561]				6.94217794187									0
[10562]				9.23394316985									0
[10563]				8.31212033684									0
[10564]				10.2836735531									0
[10565]				5.0									0
[10566]				5.0									0
[10567]				5.0									0
[10568]				8.49440325846									0
[10569]				5.0									0
[10570]				9.94653746253									0
[10571]				14.0007661115									0
[10572]				15.6467969051									0
[10573]				16.922453495									0
[10574]				13.8035068835									0
[10575]				13.0601001142									0
[10576]				13.2487586549									0
[10577]				18.0594606975									0
[10578]				17.7780538395									0
[10579]				20.5144525881									0
[10580]				23.2000611805									0
[10583]				24.6600118932									0
[10584]				26.1943473999									2.3778056485
[10586]				27.4542094793									4.09455185413
[10585]				36.0697777531									12.0344760458
[10587]				31.245060818									6.33489073544
[10582]				50.0709869267									25.887761723
[10589]				38.3493593948									13.4337778312
[10581]				61.1740185893									36.7902262146
[10593]				27.0612377249									2.78245916936
[10590]				47.5516093448									23.3445615377
[10591]				44.8901172675									20.0786091326
[10596]				31.1747304939									7.15222793525
[10594]				41.2341965906									17.3057839956
[10595]				43.946517456									20.0927972611
[10600]				24.9822538811									0
[10597]				47.0241053402									22.0737966185
[10601]				29.6712078601									6.79156776574
[10599]				40.9077174709									17.6841152357
[10604]				24.9797129614									0
Batch No:28
Requestid				T									D
[10592]				87.8981037964									63.4726914557
[10588]				108.607044374									83.9739946589
[10602]				52.3092854864									27.4535652893
[10605]				35.0829846024									10.2246091959
[10608]				22.7155953744									0
[10603]				58.0963871789									33.2169869892
[10607]				35.7638816345									12.0271966578
[10606]				43.3260728174									18.4848523975
[10598]				96.8358991227									71.9470266158
[10611]				29.7991799442									5.58881706945
[10609]				40.7944425782									15.9019989119
[10614]				24.9512193833									0
[10613]				43.2556874362									20.272343002
[10615]				30.3337489231									6.49362822681
[10612]				53.9377348033									30.8819722639
[10610]				62.0405520631									38.1508598655
[10616]				40.8112746014									17.7402681033
[10619]				23.6860261131									0
[10618]				35.0173956919									11.0368946836
[10617]				52.5142685772									29.9428231993
[10621]				24.6645978628									0
[10620]				36.3832958831									13.5489747957
[10622]				16.5697378817									0
[10623]				17.6697886842									0
[10624]				6.84544813109									0
[10625]				5.0									0
[10626]				5.0									0
[10627]				5.0									0
[10628]				5.0									0
[10629]				5.0									0
[10630]				8.91545052041									0
[10631]				9.96117648828									0
[10632]				10.7957419155									0
[10633]				11.1983224054									0
[10634]				15.6407752888									0
[10635]				14.1702964548									0
[10636]				8.13888242061									0
[10637]				9.58289517937									0
[10638]				12.0215061415									0
[10639]				11.2409934472									0
[10640]				14.2498861231									0
[10641]				16.0760198858									0
[10642]				5.0									0
[10643]				9.80001393767									0
[10644]				5.0									0
[10645]				7.69451356979									0
[10646]				11.418972323									0
[10647]				12.3829249045									0
[10648]				15.4711935045									0
[10649]				5.44005069069									0
[10650]				5.0									0
[10651]				5.0									0
[10652]				5.51456459751									0
[10653]				9.94447820882									0
[10654]				13.1477524803									0
[10655]				10.5356266036									0
[10656]				9.14663449217									0
[10657]				5.10169853399									0
[10658]				7.3405725855									0
[10659]				5.0									0
[10660]				8.99494754143									0
[10661]				12.7431666128									0
[10662]				7.06993909326									0
[10663]				10.5912910731									0
[10664]				10.5337689854									0
[10665]				5.0									0
[10666]				9.47543377104									0
[10667]				5.0									0
[10668]				5.0									0
[10669]				8.39719582752									0
[10670]				5.0									0
[10671]				5.0									0
[10672]				5.0									0
[10673]				5.23317301968									0
[10674]				5.0									0
[10675]				8.90974621784									0
[10676]				6.00789206571									0
[10677]				10.0451523105									0
[10678]				14.8607496399									0
[10679]				7.78853435873									0
[10680]				10.6524073754									0
[10681]				5.0									0
[10682]				8.81225650555									0
[10683]				5.0									0
[10684]				5.0									0
[10685]				5.0									0
[10686]				5.0									0
[10687]				9.29338408002									0
[10688]				5.95536685338									0
[10689]				10.8391468437									0
[10690]				5.0									0
[10691]				8.41149123599									0
[10692]				5.0									0
[10693]				9.22003185377									0
[10694]				7.86645797011									0
[10695]				5.0									0
[10696]				5.0									0
[10697]				9.25851648618									0
[10698]				9.34501449329									0
[10699]				9.97565968635									0
[10700]				11.7095700616									0
[10701]				12.1035405093									0
[10702]				5.45247502429									0
[10703]				6.30133517463									0
[10704]				5.0									0
[10705]				5.0									0
[10706]				5.25130425756									0
[10707]				5.0									0
[10708]				8.54170648772									0
[10709]				12.184848722									0
[10710]				14.3130293404									0
[10711]				6.69613831817									0
[10712]				5.0									0
[10713]				8.27068788401									0
[10714]				5.0									0
[10715]				5.0									0
[10716]				5.0									0
[10717]				5.0									0
[10718]				5.0									0
[10719]				5.0									0
[10720]				7.7890483189									0
[10721]				11.9607677622									0
[10722]				12.8781251787									0
[10723]				8.8668505671									0
[10724]				12.843444426									0
[10725]				16.1779924668									0
[10726]				18.1402306922									0
[10727]				10.3936604608									0
[10728]				12.8791466912									0
[10729]				12.0881782441									0
[10730]				5.0									0
[10731]				6.19906055134									0
[10732]				7.34176187665									0
[10733]				9.885711728									0
[10734]				10.2658946133									0
[10735]				14.8924359198									0
[10736]				17.9548805639									0
[10737]				20.7756597555									0
[10738]				25.5014553976									1.5471773594
[10739]				17.7280805839									0
[10740]				15.7981360403									0
[10741]				19.9165787229									0
[10742]				5.0									0
[10743]				6.63142790973									0
[10744]				5.0									0
[10745]				5.0									0
[10746]				7.63450770755									0
[10747]				11.3630024565									0
[10748]				15.5733107801									0
[10749]				19.4714742713									0
[10750]				14.796441437									0
[10751]				18.8405245976									0
[10752]				16.5591947175									0
[10753]				17.2855066247									0
[10754]				7.2858207172									0
[10755]				11.6161147082									0
[10756]				15.6556580343									0
[10757]				18.0477459855									0
[10758]				20.199411921									0
[10759]				10.377469964									0
[10760]				13.3907876434									0
[10761]				6.79886147771									0
[10762]				5.45936658444									0
[10763]				10.1381433536									0
[10764]				12.940197414									0
[10765]				14.304475099									0
[10766]				14.0438095944									0
[10767]				17.2831149205									0
[10768]				14.2576675645									0
[10769]				17.540682947									0
[10770]				19.6887385704									0
[10771]				20.3967735746									0
[10772]				14.9436503058									0
[10773]				19.8966353793									0
[10774]				24.2049322491									0
[10775]				24.8064932226									0
[10776]				29.613273474									8.2522306054
[10777]				22.8918289659									0
[10778]				21.9512318445									0
[10781]				24.2923826894									0
[10779]				31.2471348228									10.4790738772
[10780]				35.4590645146									13.2061725236
[10782]				24.9078768455									0
[10784]				23.5804306424									0
[10785]				28.1600519129									4.03338835176
[10788]				25.3698175199									1.21813404568
[10790]				24.3765052399									0
[10787]				37.6412942516									13.5787318234
[10791]				28.7019772436									3.91726107586
[10792]				26.2083724223									1.27724559489
[10793]				30.5099951484									6.19506071105
[10789]				53.9512879524									29.7090622177
[10797]				31.3978022882									6.6053014998
[10786]				67.7088205081									43.3899536552
[10783]				84.0217725595									61.3787409609
[10799]				22.9757875887									0
[10796]				51.7120470283									28.3085069827
[10800]				22.0172229519									0
[10795]				66.140008573									42.8600023604
[10798]				52.3333665967									32.5975942542
[10801]				35.0550362253									11.1551758788
[10803]				25.2854772907									0.365286850727
[10804]				29.8101698116									5.98029509304
[10802]				38.8893005622									14.4197797493
[10806]				25.2560881395									1.19097642096
[10807]				21.3778807309									0
[10809]				22.6738737868									0
[10805]				54.2308733364									29.2750989217
[10808]				35.5774070263									11.0954352723
[10794]				122.71528687									100.062753239
[10812]				26.9837478122									3.05318833797
[10813]				26.4423038415									1.52219999237
[10810]				51.4532050111									33.4033376607
[10811]				42.250163143									22.5030406774
[10814]				16.0973835862									0
[10815]				11.3014901798									0
[10816]				15.3408957531									0
[10817]				15.5415773998									0
[10818]				20.1298322053									0
[10819]				20.8507922965									0
[10820]				15.7669556255									0
[10821]				8.33669703859									0
[10822]				5.0									0
[10823]				9.73071978807									0
[10824]				5.12555589142									0
[10825]				5.0									0
[10826]				8.05265951365									0
[10827]				12.7977089278									0
[10828]				5.2323921657									0
[10829]				7.12021977103									0
[10830]				10.5117050252									0
[10831]				14.2027377582									0
[10832]				11.6821288872									0
[10833]				14.4713991469									0
[10834]				10.7816593215									0
[10835]				14.3079240525									0
[10836]				17.8730036723									0
[10837]				17.7972938426									0
[10838]				20.3198501694									0
[10839]				13.8567774393									0
[10840]				15.4538198409									0
[10841]				17.4203690393									0
[10842]				11.834046663									0
[10843]				12.8442262951									0
[10844]				17.556661844									0
[10845]				21.995663141									0
[10846]				26.035927069									1.24453327901
[10847]				20.3499160549									0
[10848]				5.0									0
[10849]				8.18617443078									0
[10850]				12.5271424153									0
[10851]				17.4868730421									0
[10852]				19.8235908424									0
[10853]				20.040331995									0
[10854]				17.4383534231									0
[10855]				21.381833737									0
[10856]				22.8089690822									0
[10858]				20.0948582593									0
[10859]				23.4631728323									0
[10857]				35.351715851									10.6503667373
[10861]				23.8276276903									0
[10860]				33.0307992549									12.2524574715
[10862]				31.803967078									11.2446990819
[10863]				21.4551705915									0
[10864]				19.7839107361									0
[10865]				23.2434525957									0
[10866]				21.6942202857									0
[10867]				17.0846277393									0
[10868]				20.2377640737									0
[10869]				12.009807993									0
[10870]				14.3026929301									0
[10871]				13.9556321571									0
[10872]				18.1893792146									0
[10873]				9.55588425856									0
[10874]				14.4864361497									0
[10875]				14.9407991291									0
[10876]				9.28180516214									0
[10877]				11.7575803421									0
[10878]				5.0									0
[10879]				5.0									0
[10880]				8.66637817497									0
[10881]				6.29676516418									0
[10882]				5.0									0
[10883]				9.81439204537									0
[10884]				13.7113503518									0
[10885]				5.0									0
[10886]				6.96198848975									0
[10887]				5.0									0
[10888]				9.70036746448									0
[10889]				14.5733107718									0
[10890]				8.96284274958									0
[10891]				7.38971274075									0
[10892]				11.2934048425									0
[10893]				12.1915324237									0
[10894]				17.0134029742									0
[10895]				21.8866648245									0
[10896]				26.7061114958									4.02343628355
[10897]				18.9310649768									0
[10898]				20.7218462744									0
[10899]				25.3031412279									1.88847806554
[10901]				26.4450242425									2.27217622381
[10900]				32.5179745256									12.9350273181
[10902]				24.5164519542									0
[10904]				20.4392791777									0
[10903]				31.2544498575									6.63772537639
[10905]				24.6628675808									0
[10906]				21.6206177262									0
[10907]				10.2093031242									0
[10908]				5.0									0
[10909]				8.41397199212									0
[10910]				8.52113825812									0
[10911]				9.79056971717									0
[10912]				7.00185707222									0
[10913]				5.0									0
[10914]				7.26600493865									0
[10915]				10.1610439861									0
[10916]				5.0									0
[10917]				5.0									0
[10918]				8.9696698711									0
[10919]				5.0									0
[10920]				5.12750560774									0
[10921]				9.54457676462									0
[10922]				8.71163740582									0
[10923]				10.6081793762									0
[10924]				5.0									0
[10925]				5.0									0
[10926]				6.31687724801									0
[10927]				5.0									0
[10928]				8.39624212032									0
[10929]				12.3167976784									0
[10930]				11.9845516676									0
[10931]				5.0									0
[10932]				5.0									0
[10933]				7.8285768869									0
[10934]				10.6970879755									0
[10935]				11.6644438573									0
[10936]				12.3811657463									0
[10937]				17.0714591012									0
[10938]				16.0170928									0
[10939]				16.9901602588									0
[10940]				7.88659337581									0
[10941]				5.0									0
[10942]				5.0									0
[10943]				5.0									0
[10944]				5.0									0
[10945]				5.0									0
[10946]				9.63291146321									0
[10947]				8.379227371									0
[10948]				5.0									0
[10949]				5.0									0
[10950]				5.0									0
[10951]				5.0									0
[10952]				5.0									0
[10953]				9.99826366382									0
[10954]				11.6932242281									0
[10955]				14.22724766									0
[10956]				16.9104263186									0
[10957]				18.2825177518									0
[10958]				14.6487587589									0
[10959]				13.5525151551									0
[10960]				15.8417931418									0
[10961]				20.6087809514									0
[10962]				22.3207119186									0
[10963]				22.6952261315									0
[10964]				27.3173934168									6.73561585615
[10965]				21.1194779687									0
[10966]				19.868556213									0
[10967]				22.2517791794									0
[10969]				22.3490498945									0
[10968]				30.5200053107									7.6797269286
[10970]				30.6634654592									8.85959586977
[10971]				17.5260403013									0
[10972]				21.0204915298									0
[10973]				25.4698394224									2.57791966526
[10974]				21.5540098807									0
[10975]				19.8941330679									0
[10976]				13.1614514932									0
[10977]				17.7071060785									0
[10978]				21.4990405625									0
[10979]				15.2292259939									0
[10980]				19.472154308									0
[10981]				17.3302308971									0
[10982]				5.0									0
[10983]				5.07852971807									0
[10984]				5.0									0
[10985]				5.62144619304									0
[10986]				7.16425670128									0
[10987]				11.6873224537									0
[10988]				7.48693626183									0
[10989]				10.3138408496									0
[10990]				11.9701618161									0
[10991]				16.6526132344									0
[10992]				16.7740616292									0
[10993]				21.5411561775									0
[10994]				13.7183712581									0
[10995]				16.4833372232									0
[10996]				18.9333670854									0
[10997]				15.7092737174									0
[10998]				13.8141535356									0
[10999]				5.0									0
[11000]				5.0									0
[11001]				8.11804870104									0
[11002]				10.9962026027									0
[11003]				5.0									0
[11004]				5.0									0
[11005]				9.33941889954									0
[11006]				5.0									0
[11007]				5.0									0
[11008]				8.35019144816									0
[11009]				9.59730101375									0
[11010]				6.21597113521									0
[11011]				5.0									0
[11012]				6.53725485827									0
[11013]				10.4405124126									0
[11014]				5.48833271976									0
[11015]				5.0									0
[11016]				5.0									0
[11017]				8.12854398607									0
[11018]				5.0									0
[11019]				9.59477281128									0
[11020]				5.0									0
[11021]				5.0									0
[11022]				9.94132908821									0
Batch No:29
Requestid				T									D
[11023]				5.0									0
[11024]				5.0									0
[11025]				6.13834025798									0
[11026]				8.41121680511									0
[11027]				10.4276727536									0
[11028]				12.8411074555									0
[11029]				11.7780052641									0
[11030]				5.0									0
[11031]				8.06327801588									0
[11032]				5.0									0
[11033]				8.67300498048									0
[11034]				11.2755065573									0
[11035]				16.2129975337									0
[11036]				5.0									0
[11037]				5.0									0
[11038]				7.18940520581									0
[11039]				7.58270080056									0
[11040]				10.7145182517									0
[11041]				9.04115830411									0
[11042]				6.62484848547									0
[11043]				6.12598551337									0
[11044]				10.3294119642									0
[11045]				6.76631309699									0
[11046]				11.5384222736									0
[11047]				12.2848731553									0
[11048]				14.7767238054									0
[11049]				5.0									0
[11050]				6.68712628879									0
[11051]				5.0									0
[11052]				9.81282082715									0
[11053]				11.0397186594									0
[11054]				16.0051901461									0
[11055]				5.0									0
[11056]				9.86123622942									0
[11057]				11.8952606118									0
[11058]				13.8305297714									0
[11059]				14.3297802313									0
[11060]				12.5728304849									0
[11061]				5.0									0
[11062]				5.0									0
[11063]				5.0									0
[11064]				5.0									0
[11065]				5.0									0
[11066]				8.66081330828									0
[11067]				5.0									0
[11068]				7.61989989885									0
[11069]				7.95913868023									0
[11070]				12.5886548391									0
[11071]				9.77306461561									0
[11072]				5.0									0
[11073]				8.49559988869									0
[11074]				8.23006698485									0
[11075]				5.55337072704									0
[11076]				5.0									0
[11077]				5.0									0
[11078]				9.60567707047									0
[11079]				13.2099052252									0
[11080]				15.8904580163									0
[11081]				9.69956587191									0
[11082]				12.9498710813									0
[11083]				5.0									0
[11084]				7.14565108957									0
[11085]				5.0									0
[11086]				5.0									0
[11087]				7.98712246938									0
[11088]				8.88890731426									0
[11089]				11.937116									0
[11090]				16.2363374561									0
[11091]				19.9548080245									0
[11092]				23.7242572849									0
[11093]				24.5890247911									0
[11094]				24.0705608102									0
[11097]				24.7026311296									0
[11098]				24.1047595058									0
[11100]				23.1917567674									0
[11099]				30.2846466886									12.6419937421
[11095]				46.1201117202									23.8868192896
[11096]				50.8256754166									26.4613187255
[11101]				26.1343736836									3.78269015905
[11102]				18.7106157772									0
[11103]				19.6175431756									0
[11104]				19.7260927769									0
[11105]				23.0411041204									0
[11106]				22.1809337607									0
[11107]				23.8033155197									0
[11108]				5.0									0
[11109]				5.0									0
[11110]				5.0									0
[11111]				8.49157377545									0
[11112]				11.9064543841									0
[11113]				5.0									0
[11114]				5.0									0
[11115]				6.77046650164									0
[11116]				5.0									0
[11117]				5.84263304462									0
[11118]				5.0									0
[11119]				6.00835855825									0
[11120]				8.68095189554									0
[11121]				10.7448583935									0
[11122]				13.1064145599									0
[11123]				12.6845720604									0
[11124]				5.0									0
[11125]				5.0									0
[11126]				8.34660859004									0
[11127]				8.83387154827									0
[11128]				9.85150907695									0
[11129]				10.8389557346									0
[11130]				5.0									0
[11131]				5.0									0
[11132]				5.0									0
[11133]				8.68477809825									0
[11134]				11.0794352235									0
[11135]				15.9262760342									0
[11136]				14.916982357									0
[11137]				10.5499430414									0
[11138]				9.72955812572									0
[11139]				12.1497970567									0
[11140]				7.23275726658									0
[11141]				12.0484356898									0
[11142]				16.009331331									0
[11143]				15.2870465554									0
[11144]				9.67859538774									0
[11145]				11.4501879261									0
[11146]				6.47145273453									0
[11147]				5.0									0
[11148]				6.24098439961									0
[11149]				5.0									0
[11150]				8.3064548907									0
[11151]				8.57766707527									0
[11152]				11.6920404558									0
[11153]				16.4376428426									0
[11154]				14.9001686448									0
[11155]				18.8926680442									0
[11156]				23.4805347441									0
[11157]				26.7363102222									2.63010115066
[11158]				25.5843905531									4.00953789828
[11159]				25.327217459									0.996842194785
[11160]				30.1458486962									5.20364451455
[11161]				21.8912418983									0
[11162]				19.3411626329									0
[11163]				19.866451178									0
[11164]				15.4847565594									0
[11165]				13.6146303959									0
[11166]				15.2332949351									0
[11167]				18.9874069361									0
[11168]				22.9904268442									0
[11169]				12.0727578702									0
[11170]				8.57911531159									0
[11171]				5.0									0
[11172]				5.0									0
[11173]				7.0955113697									0
[11174]				11.2762002734									0
[11175]				5.0									0
[11176]				5.0									0
[11177]				9.09990737296									0
[11178]				13.6504917963									0
[11179]				14.8847410125									0
[11180]				16.454074201									0
[11181]				16.1053138718									0
[11182]				14.5800686737									0
[11183]				18.5889800025									0
[11184]				21.0078793857									0
[11185]				23.9850423186									0
[11186]				26.647335541									2.64922250548
[11188]				25.4439364589									0.740639490483
[11187]				36.0451178583									15.1729949454
[11189]				12.6604724376									0
[11190]				10.4397033237									0
[11191]				13.9860858792									0
[11192]				5.0									0
[11193]				5.00798566997									0
[11194]				7.85981755097									0
[11195]				7.62027343016									0
[11196]				9.02856691391									0
[11197]				5.0									0
[11198]				9.28297663404									0
[11199]				14.0341437346									0
[11200]				12.4961461891									0
[11201]				13.9505065335									0
[11202]				18.2710053066									0
[11203]				23.2033036741									0
[11204]				24.5269089105									0
[11206]				20.041970131									0
[11205]				32.3935635892									10.3928260065
[11207]				24.1859476948									0
[11208]				24.7586013634									0
[11209]				25.4799867038									7.7563524658
[11210]				15.6948140002									0
[11211]				17.0865220684									0
[11212]				15.5719211444									0
[11213]				16.8975087694									0
[11214]				21.1936484436									0
[11217]				23.9770190012									0
[11218]				26.5509290101									2.84166917304
[11216]				35.5852125213									11.5068415409
[11215]				41.1201649454									19.7297474647
[11219]				18.3292003195									0
[11220]				8.5113451069									0
[11221]				7.84011486782									0
[11222]				11.8971828462									0
[11223]				11.6392831084									0
[11224]				9.91650847823									0
[11225]				5.0									0
[11226]				9.73854160652									0
[11227]				11.6966857047									0
[11228]				10.5357449085									0
[11229]				5.0									0
[11230]				8.3079060297									0
[11231]				8.43963257159									0
[11232]				10.6802853505									0
[11233]				5.0									0
[11234]				8.59901006868									0
[11235]				11.0862651683									0
[11236]				5.0									0
[11237]				5.01755747393									0
[11238]				5.94392486999									0
[11239]				5.39699512951									0
[11240]				5.0									0
[11241]				9.81380594437									0
[11242]				13.9925855222									0
[11243]				8.90752523152									0
[11244]				13.0303812152									0
[11245]				14.9090838987									0
[11246]				5.0									0
[11247]				8.19608115189									0
[11248]				10.9531837648									0
[11249]				5.6411647941									0
[11250]				9.38113297841									0
[11251]				11.9744508951									0
[11252]				16.8817825098									0
[11253]				19.6383776082									0
[11254]				5.0									0
[11255]				5.0									0
[11256]				9.88516874821									0
[11257]				11.3957103415									0
[11258]				5.0									0
[11259]				5.0									0
[11260]				7.24066012602									0
[11261]				6.30995082883									0
[11262]				7.24774804685									0
[11263]				9.91645955267									0
[11264]				5.0									0
[11265]				8.83866028168									0
[11266]				12.0184210423									0
[11267]				14.8690490192									0
[11268]				16.884679984									0
[11269]				17.4748647812									0
[11270]				21.3695594603									0
[11271]				5.0									0
[11272]				5.92138122868									0
[11273]				8.20781403818									0
[11274]				12.3880543086									0
[11275]				10.7605131439									0
[11276]				5.0									0
[11277]				5.0									0
[11278]				8.76857305263									0
[11279]				5.0									0
[11280]				6.77883870766									0
[11281]				7.95468522428									0
[11282]				9.60075173843									0
[11283]				8.44604519689									0
[11284]				5.0									0
[11285]				9.91778691061									0
[11286]				5.0									0
[11287]				7.69912380629									0
[11288]				10.3948088934									0
[11289]				7.10908698573									0
[11290]				11.4985094877									0
[11291]				16.4070288507									0
[11292]				10.737665468									0
[11293]				12.0430214679									0
[11294]				13.4433004421									0
[11295]				18.1471308292									0
[11296]				20.201297285									0
[11297]				18.8959746429									0
[11298]				23.5135596309									0
[11300]				24.912114375									0
[11303]				22.3379658908									0
[11304]				24.9034033695									0
[11299]				41.9725349766									17.5081057145
[11306]				31.2780050829									6.33905614587
[11302]				46.1467341333									22.7886117432
[11309]				24.9388715974									0
[11307]				43.0359171355									18.4421311408
[11312]				28.3952515335									3.92002119373
[11311]				38.283681106									13.3360086043
[11315]				25.3018247064									1.04933786666
[11314]				33.290035843									8.2963119669
[11317]				26.5052579339									2.35613654558
[11308]				68.2171974614									44.0068143019
[11301]				94.6694523173									69.9210747265
[11310]				68.9635247245									44.7111851026
[11318]				38.7005393076									13.9932977599
[11319]				40.9617879245									16.3527481971
[11305]				103.81006507									80.1594315525
[11321]				41.3063876692									17.3657115625
[11316]				70.3605273372									46.4877525364
[11325]				26.1524506634									3.78362284812
[11324]				40.0853376974									17.5354494608
[11323]				47.3650204006									22.5792824083
[11320]				69.0740809661									45.7042672971
[11326]				26.3270316345									1.73216158115
[11329]				24.9524858417									0
[11328]				30.7342667518									8.09231321778
[11327]				36.7480115603									11.9382347246
[11313]				124.189517798									99.8694803654
[11331]				30.4743796962									6.86235986021
[11333]				24.0600565423									0
[11322]				104.257334074									79.4597238802
[11330]				48.3354430882									23.9958905332
[11336]				28.6896912092									4.06120087855
[11338]				29.3094482084									4.78344999021
[11332]				53.1877558672									28.2127557261
[11334]				53.8549676429									29.1516152001
[11342]				32.7450664153									10.7891223396
[11340]				48.4913747144									23.5165114543
[11339]				54.1864334109									30.1004022081
[11345]				33.6252440721									8.75951670686
[11337]				66.9361922586									42.1897646997
[11341]				59.5195084233									34.7505828111
[11346]				47.6590895688									23.5227799766
[11347]				30.042685771									5.25450648234
[11344]				67.5367843262									42.9054979043
[11350]				24.5200144667									0
[11343]				82.4395029305									57.9768927743
[11335]				110.459163832									87.2849412473
[11349]				41.3047177446									16.7514015461
[11352]				31.1580301097									6.20242997074
[11348]				57.2201846528									32.3307302342
[11354]				23.2822687089									0
[11351]				46.1614120568									23.8842402111
[11353]				39.635006665									15.0969466247
[11355]				27.8430085062									4.53220870782
[11356]				21.949156377									0
[11357]				11.4754131092									0
[11358]				13.5978270465									0
[11359]				11.0548584724									0
[11360]				14.4738960008									0
[11361]				18.5883043792									0
[11362]				9.93486410841									0
[11363]				14.7407091202									0
[11364]				19.12629619									0
[11365]				14.3254982853									0
[11366]				14.8050484086									0
[11367]				7.74609851638									0
[11368]				6.12933073798									0
[11369]				9.43175992594									0
Batch No:30
Requestid				T									D
[11370]				5.0									0
[11371]				6.21018225655									0
[11372]				10.53182935									0
[11373]				14.9553778652									0
[11374]				18.8452589433									0
[11375]				18.2569778105									0
[11376]				11.5024485149									0
[11377]				6.93979167604									0
[11378]				9.4981202693									0
[11379]				13.404096332									0
[11380]				10.7450189632									0
[11381]				11.8726012338									0
[11382]				12.9551476532									0
[11383]				5.0									0
[11384]				9.85345279569									0
[11385]				5.0									0
[11386]				7.30651810358									0
[11387]				5.0									0
[11388]				5.0									0
[11389]				5.0									0
[11390]				7.44710949219									0
[11391]				5.0									0
[11392]				8.81248049955									0
[11393]				13.249389502									0
